Train no,Train Name,arrival,Station Code,Zone,duration_m,Station Name,departure,return_train,Destination Station,Destination Station Name,Distance
55123,Bhatani Manduadih Passenger,20:00:00,BTT,NER,55,BHATNI JN,14:05:00,55122,MUV,MANDUADIH,165
12717,Ratnachal SF Express,18:35:00,VSKP,SCR,5,VISHAKAPATNAM,12:30:00,12718,BZA,VIJAYAWADA JN,351
12718,Ratnachal SF Express,12:05:00,BZA,SCR,0,VIJAYAWADA JN,06:05:00,12717,VSKP,VISHAKAPATNAM,351
12721,Dakshin SF Express,04:05:00,HYB,SCR,35,HYDERABAD DECCAN,22:30:00,12722,NZM,DELHI H NIZAMUDDIN,1670
12722,Dakshin SF Express,05:00:00,NZM,SCR,10,DELHI H NIZAMUDDIN,22:50:00,12721,HYB,HYDERABAD DECCAN,1670
12723,Andhra Pradesh Express,09:05:00,HYB,SCR,40,HYDERABAD DECCAN,06:25:00,12724,NDLS,NEW DELHI,1677
12724,Andhra Pradesh Express,19:50:00,NDLS,SCR,20,NEW DELHI,17:30:00,12723,HYB,HYDERABAD DECCAN,1677
12727,Godavari SF Express,06:15:00,VSKP,SCR,50,VISHAKAPATNAM,17:25:00,12728,HYB,HYDERABAD DECCAN,711
12728,Godavari SF Express,05:50:00,HYB,SCR,35,HYDERABAD DECCAN,17:15:00,12727,VSKP,VISHAKAPATNAM,711
12729,Pune-Nanded Express,10:00:00,PUNE,SCR,0,PUNE JN,22:00:00,12730,NED,HUZUR SAHIB NANDED,662
12730,Nanded-Pune SuperFast Express,09:20:00,NED,SCR,0,HUZUR SAHIB NANDED,21:20:00,12729,PUNE,PUNE JN,662
12755,Sangrami SF Expres,18:10:00,MAS,SR,35,CHENNAI CENTRAL,14:35:00,12756,HLZ,Haldia,1647
12756,Sangrami Expres,17:00:00,HLZ,SR,30,Haldia,11:30:00,12755,MAS,CHENNAI CENTRAL,1647
12759,Charminar Express,08:00:00,MAS,SCR,50,CHENNAI CENTRAL,18:10:00,12760,HYB,HYDERABAD DECCAN,790
12760,Charminar Express,08:15:00,HYB,SCR,45,HYDERABAD DECCAN,18:30:00,12759,MAS,CHENNAI CENTRAL,790
12785,Kacheguda-Bangalore SF Express,06:25:00,KCG,SCR,20,KACHEGUDA,19:05:00,12786,SBC,BANGALORE CITY JN,625
12789,Rameswaram Kanyakumari SF Express,04:05:00,RMM,SR,20,RAMESWARAM,20:45:00,12790,CAPE,KANYAKUMARI,407
12790,Kanyakumari Rameswaram SF Express,05:20:00,CAPE,SR,20,KANYAKUMARI,22:00:00,12789,RMM,RAMESWARAM,407
12791,SECUNDERABAD - DANAPUR SF EXP,19:10:00,SC,SCR,10,SECUNDERABAD JN,10:00:00,12792,DNR,DANAPUR,1840
12792,DANAPUR - SECUNDERABAD SF EXP,21:30:00,DNR,SCR,25,DANAPUR,12:05:00,12791,SC,SECUNDERABAD JN,1840
12793,Chennai Egmore Madurai BI-Weekly Superfast Express,08:50:00,MS,SR,5,CHENNAI EGMORE,22:45:00,12794,MDU,MADURAI JN,561
12794,Madurai Chennai Egmore BI-Weekly Superfast Express,07:20:00,MDU,SR,10,MADURAI JN,21:10:00,12793,MS,CHENNAI EGMORE,561
12802,Purushottam SF Express,05:20:00,NDLS,ECoR,0,NEW DELHI,22:20:00,12801,PURI,PURI,1863
12805,Janmabhoomi Express,18:25:00,VSKP,ECoR,25,VISHAKAPATNAM,06:00:00,12806,SC,SECUNDERABAD JN,689
12806,Janmabhoomi Express,19:40:00,SC,ECoR,30,SECUNDERABAD JN,07:10:00,12805,VSKP,VISHAKAPATNAM,689
12811,MUMBAI - HATIA LTT SF Exp,03:45:00,LTT,SER,30,LOKMANYA TILAK TERM,00:15:00,12812,HTE,HATIA,1706
12812,HATIA - MUMBAI LTT SF Exp,13:35:00,HTE,SER,55,HATIA,09:40:00,12811,LTT,LOKMANYA TILAK TERM,1706
12813,Steel Express,21:25:00,HWH,SER,55,HOWRAH JN,17:30:00,12814,TATA,TATANAGAR JN,250
12814,Steel Express,10:20:00,TATA,SER,5,TATANAGAR JN,06:15:00,12813,HWH,HOWRAH JN,250
12816,New Delhi-Puri Superfast Express,12:25:00,NDLS,SER,55,NEW DELHI,06:30:00,12815,PURI,PURI,1794
12817,Jharkhand Swarna Jayanti SF Express,13:50:00,HTE,SER,10,HATIA,14:40:00,12818,ANVT,ANAND VIHAR TRM,1300
12818,Jharkhand Swarna Jayanti Express,16:40:00,ANVT,SER,50,ANAND VIHAR TRM,19:50:00,12817,HTE,HATIA,1303
12819,Orissa Sampark Kranti Express,20:50:00,BBS,ECoR,10,BHUBANESWAR,15:40:00,12820,NDLS,NEW DELHI,1799
12820,Orissa Sampark Kranti Express,12:10:00,NDLS,ECoR,0,NEW DELHI,07:10:00,12819,BBS,BHUBANESWAR,1799
12821,Dhauli Express,14:30:00,HWH,SER,30,HOWRAH JN,06:00:00,12822,PURI,PURI,502
12822,Dhauli Express,20:15:00,PURI,SER,25,PURI,11:50:00,12821,HWH,HOWRAH JN,502
12827,Howrah Purulia Express,22:20:00,HWH,SER,30,HOWRAH JN,16:50:00,12828,PRR,PURULIA JN,323
12828,Howrah Express,11:20:00,PRR,SER,50,PURULIA JN,05:30:00,12827,HWH,HOWRAH JN,323
12829,Chennai Bhubaneswar SF Express,17:35:00,MAS,ECoR,25,CHENNAI CENTRAL,21:10:00,12830,BBS,BHUBANESWAR,1223
12830,Bhubaneswar Chennai Superfast Express,08:55:00,BBS,ECoR,55,BHUBANESWAR,12:00:00,12829,MAS,CHENNAI CENTRAL,1223
12831,DHANBAD - BHUBANESWAR Garib Rath Exp,08:15:00,DHN,SER,15,DHANBAD JN,16:00:00,12832,BBS,BHUBANESWAR,780
12832,BHUBANESWAR - DHANBAD Garib Rath Exp,10:45:00,BBS,SER,35,BHUBANESWAR,20:10:00,12831,DHN,DHANBAD JN,780
12833,AHMEDABAD - HOWRAH SF EXP,13:30:00,ADI,SER,35,AHMEDABAD JN,23:55:00,12834,HWH,HOWRAH JN,2087
12834,HOWRAH - AHMEDABAD SF EXP,13:25:00,HWH,SER,30,HOWRAH JN,23:55:00,12833,ADI,AHMEDABAD JN,2087
55104,Barhaj Bazar Bhatni Passenger,21:20:00,BHJ,NER,25,Barhaj Bazar,19:55:00,55103,BTT,BHATNI JN,0
55117,Siwan Bhatni Passenger,12:25:00,SV,NER,5,SIWAN JN,09:20:00,55118,BTT,BHATNI JN,49
55122,Manduadih Bhatni Passenger,11:50:00,MUV,NER,20,MANDUADIH,06:30:00,55123,BTT,BHATNI JN,165
12779,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,06:15:00,VSG,SWR,5,VASCO DA GAMA,15:10:00,12780,NZM,DELHI H NIZAMUDDIN,2202
12780,H.Nizamuddin Hubli Goa Express Slip,06:30:00,NZM,SWR,25,DELHI H NIZAMUDDIN,15:05:00,12779,VSG,VASCO DA GAMA,2202
12781,Mysore-Nizamuddin Swarna Jayanti Express,17:05:00,MYS,SWR,55,MYSORE JN,20:10:00,12782,NZM,DELHI H NIZAMUDDIN,2618
12787,Bilaspur Tirunelveli SF Express,05:05:00,BSP,SR,55,BILASPUR JN,08:10:00,12788,TEN,TIRUNELVELI,2493
12788,Tirunelveli Bilaspur SF Express,21:35:00,TEN,SR,35,TIRUNELVELI,01:00:00,12787,BSP,BILASPUR JN,2494
12801,Purushottam SF Express,04:50:00,PURI,ECoR,0,PURI,21:50:00,12802,NDLS,NEW DELHI,1863
12804,Swarna Jayanti Express,17:25:00,NZM,SER,25,DELHI H NIZAMUDDIN,06:00:00,12803,VSKP,VISHAKAPATNAM,2096
12807,Samata Express,16:45:00,VSKP,ECoR,20,VISHAKAPATNAM,06:25:00,12808,NZM,DELHI H NIZAMUDDIN,1911
12808,Samata Express,18:30:00,NZM,ECoR,50,DELHI H NIZAMUDDIN,08:40:00,12807,VSKP,VISHAKAPATNAM,1911
12815,Puri New Delhi Superfast Express,17:00:00,PURI,SER,5,PURI,10:55:00,12816,NDLS,NEW DELHI,1804
12823,Chhattisgarh Sampark Kranti Express,09:05:00,DURG,SER,5,DURG,12:00:00,12824,NZM,DELHI H NIZAMUDDIN,1281
12824,Chhattisgarh Sampark Kranti Express,15:10:00,NZM,SER,45,DELHI H NIZAMUDDIN,17:25:00,12823,DURG,DURG,1284
12825,Jharkhand Sampark Kranti Express,20:50:00,RNC,SER,10,RANCHI,23:40:00,12826,NDLS,NEW DELHI,1306
12837,Howrah-Puri Express,07:30:00,HWH,SER,55,HOWRAH JN,22:35:00,12838,PURI,PURI,502
12838,Puri Howrah Express,04:50:00,PURI,SER,45,PURI,20:05:00,12837,HWH,HOWRAH JN,502
12839,Howrah Chennai Superfast Mail,03:50:00,HWH,SER,5,HOWRAH JN,23:45:00,12840,MAS,CHENNAI CENTRAL,1662
12841,Coromandel Express,17:15:00,HWH,SER,25,HOWRAH JN,14:50:00,12842,MAS,CHENNAI CENTRAL,1662
12842,Coromandel Express,11:50:00,MAS,SER,5,CHENNAI CENTRAL,08:45:00,12841,HWH,HOWRAH JN,1662
12845,BHUBANESWAR - BENGALURU CANTT SF Exp,11:10:00,BBS,ECoR,40,BHUBANESWAR,07:30:00,12846,BNC,BANGALORE CANT,1524
12887,Howrah-Puri Express,05:55:00,HWH,SER,0,HOWRAH JN,20:55:00,12888,PURI,PURI,502
12886,Aranyak Express,19:00:00,BJE,SER,35,Bhojudih Junction,13:25:00,12885,SHM,KOLKATA SHALIMAR,311
12885,Aranyak Express,13:05:00,SHM,SER,20,KOLKATA SHALIMAR,07:45:00,12886,BJE,Bhojudih Junction,311
12883,Rupashi Bangla Express,11:50:00,HWH,SER,50,HOWRAH JN,06:00:00,12884,PRR,PURULIA JN,333
12882,Puri Howrah Garib Rath,07:05:00,PURI,SER,50,PURI,22:15:00,12881,HWH,HOWRAH JN,502
12881,Howrah Puri Garib Rath,05:55:00,HWH,SER,0,HOWRAH JN,20:55:00,12882,PURI,PURI,502
12872,TITLAGARH - HOWRAH Ispat Exp,18:45:00,TIG,SER,25,TITLAGARH,05:20:00,12871,HWH,HOWRAH JN,745
12873,Jharkhand Swarna Jayanti Express,13:50:00,HTE,SER,10,HATIA,13:40:00,12874,ANVT,ANAND VIHAR TRM,1334
12874,Jharkhand Swarna Jayanti Express,19:55:00,ANVT,SER,5,ANAND VIHAR TRM,19:50:00,12873,HTE,HATIA,1334
12875,PURI - NEW DELHI Neelanchal SF Exp,21:40:00,PURI,ECoR,45,PURI,10:55:00,12876,NDLS,NEW DELHI,1910
12876,NEW DELHI - PURI Neelanchal SF Exp,17:10:00,NDLS,ECoR,40,NEW DELHI,06:30:00,12875,PURI,PURI,1910
12877,Ranchi-New Delhi Garib Rath,10:50:00,RNC,SER,40,RANCHI,17:10:00,12878,NDLS,NEW DELHI,1341
12780,DELHI H NIZAMUDDIN - VASCO DA GAMA Goa Exp,06:30:00,NZM,SWR,25,DELHI H NIZAMUDDIN,15:05:00,12779,VSG,VASCO DA GAMA,2202
12843,Puri Ahmedabad Superfast Express,07:25:00,PURI,ECoR,55,PURI,17:30:00,12844,ADI,AHMEDABAD JN,2130
12844,Ahmedabad Puri Superfast Express,08:50:00,ADI,SER,50,AHMEDABAD JN,18:00:00,12843,PURI,PURI,2130
12879,MUMBAI LTT - BHUBANESWAR SF Exp,07:35:00,LTT,SER,20,LOKMANYA TILAK TERM,00:15:00,12880,BBS,BHUBANESWAR,1788
12884,Rupashi Bangla Express,21:15:00,PRR,SER,40,PURULIA JN,15:35:00,12883,HWH,HOWRAH JN,333
12880,BHUBANESWAR - MUMBAI LTT SF Exp,13:35:00,BBS,SER,25,BHUBANESWAR,07:10:00,12879,LTT,LOKMANYA TILAK TERM,1789
12891,Baripada- Bhubaneswar Express,10:00:00,BPO,SER,53,Baripada,05:07:00,12892,BBS,BHUBANESWAR,275
12888,Howrah Express,07:05:00,PURI,SER,50,PURI,22:15:00,12887,HWH,HOWRAH JN,502
12893,BHUBANESWAR - BALANGIR SF Exp,13:40:00,BBS,SER,55,BHUBANESWAR,06:45:00,12894,BLGR,BALANGIR,397
12892,Bhubaneswar Baripada SF Express,22:05:00,BBS,SER,55,BHUBANESWAR,17:10:00,12891,BPO,Baripada,275
12895,Kolkata-Puri Express,05:55:00,HWH,SER,0,HOWRAH JN,20:55:00,12896,PURI,PURI,502
12894,BALANGIR - BHUBANESWAR SF Exp,21:50:00,BLGR,SER,10,BALANGIR,14:40:00,12893,BBS,BHUBANESWAR,397
12897,Puducherry-Bhubaneswar Express,18:45:00,PDY,SER,15,Puducherry,18:30:00,12898,BBS,BHUBANESWAR,1424
12896,Puri-Howrah Express,07:05:00,PURI,SER,50,PURI,22:15:00,12895,HWH,HOWRAH JN,502
12903,Golden Temple Mail,05:40:00,BCT,WR,15,Mumbai Central,21:25:00,12904,ASR,AMRITSAR JN,1891
12898,Bhubaneswar-Puducherry Superfast Express,13:35:00,BBS,SER,35,BHUBANESWAR,12:00:00,12897,PDY,Puducherry,1424
12908,Maharashtra Sampark Kranti Express,17:50:00,NZM,WR,15,DELHI H NIZAMUDDIN,21:35:00,12907,BDTS,MUMBAI BANDRA TERMINUS,1366
12911,Valsad-Haridwar Exp,16:15:00,BL,WR,35,VALSAD,15:40:00,12912,HW,HARIDWAR JN,1433
12910,H.Nizamuddin-Bandra Terminus Garib Rath Express,08:10:00,NZM,WR,30,DELHI H NIZAMUDDIN,15:40:00,12909,BDTS,MUMBAI BANDRA TERMINUS,1366
12913,Indore-Nagpur Weekly Express,08:25:00,INDB,WR,50,INDORE JN BG,20:35:00,12914,NGP,NAGPUR,652
12912,Haridwar Valsad Superfast Express,18:15:00,HW,WR,35,HARIDWAR JN,18:40:00,12911,BL,VALSAD,1433
12919,Malwa Express,15:55:00,INDB,WR,30,INDORE JN BG,12:25:00,12920,JAT,JAMMU TAWI,1540
12914,Nagpur-Indore Weekly Express,06:50:00,NGP,WR,35,NAGPUR,19:15:00,12913,INDB,INDORE JN BG,652
12921,Flying Rani Express,22:35:00,BCT,WR,40,Mumbai Central,17:55:00,12922,ST,SURAT,263
12920,Malwa Express,12:50:00,JAT,WR,50,JAMMU TAWI,09:00:00,12919,INDB,INDORE JN BG,1540
12923,Indore Nagpur Express,08:25:00,INDB,WR,0,INDORE JN BG,21:25:00,12924,NGP,NAGPUR,607
12922,Flying Rani Express,10:10:00,ST,WR,45,SURAT,05:25:00,12921,BCT,Mumbai Central,263
12925,Paschim Express,19:15:00,BDTS,WR,40,MUMBAI BANDRA TERMINUS,11:35:00,12926,ASR,AMRITSAR JN,1821
12924,Indore Express,05:40:00,NGP,WR,25,NAGPUR,19:15:00,12923,INDB,INDORE JN BG,607
12925,Paschim Express Slip,19:15:00,BDTS,WR,40,MUMBAI BANDRA TERMINUS,11:35:00,12926,ASR,AMRITSAR JN,1821
12926,Paschim Express,15:15:00,ASR,WR,5,AMRITSAR JN,08:10:00,12925,BDTS,MUMBAI BANDRA TERMINUS,1821
12927,Mumbai Central -Vadodara Express,06:05:00,BCT,WR,25,Mumbai Central,23:40:00,12928,BRC,VADODARA JN,392
12928,Vadodara - Mumbai Central Express,04:55:00,BRC,WR,15,VADODARA JN,22:40:00,12927,BCT,Mumbai Central,392
12929,Valsad Dahod InterCity Express,13:15:00,BL,WR,0,VALSAD,07:15:00,12930,DHD,DAHOD,344
12930,Dahod Valsad InterCity Express,21:00:00,DHD,WR,10,DAHOD,14:50:00,12929,BL,VALSAD,344
12935,Bandra Surat InterCity Express,11:10:00,BDTS,WR,20,MUMBAI BANDRA TERMINUS,06:50:00,12936,ST,SURAT,252
12936,Surat Bandra InterCity Express,20:30:00,ST,WR,20,SURAT,16:10:00,12935,BDTS,MUMBAI BANDRA TERMINUS,252
12937,GANDHIDHAM - HOWRAH Garbha Exp,13:05:00,GIMB,WR,5,GANDHIDHAM BG,17:00:00,12938,HWH,HOWRAH JN,2509
12938,HOWRAH - GANDHIDHAM Garbha Exp,17:15:00,HWH,WR,15,HOWRAH JN,23:00:00,12937,GIMB,GANDHIDHAM BG,2509
12939,Pune-Jaipur SF Express,13:40:00,PUNE,NWR,20,PUNE JN,15:20:00,12940,JP,JAIPUR,1302
12940,Jaipur-Pune SF Express,08:05:00,JP,NWR,50,JAIPUR,09:15:00,12939,PUNE,PUNE JN,1302
58115,CKP ROU SARANDA PASSENGER,07:45:00,CKP,SER,10,CHAKRADHARPUR,05:35:00,58116,ROU,ROURKELA,101
12901,Gujarat Mail,06:25:00,BCT,WR,40,Mumbai Central,21:45:00,12902,ADI,AHMEDABAD JN,491
12902,Gujarat Mail,06:45:00,ADI,WR,45,AHMEDABAD JN,22:00:00,12901,BCT,Mumbai Central,491
12907,Maharashtra Sampark Kranti Express,13:45:00,BDTS,WR,55,MUMBAI BANDRA TERMINUS,16:50:00,12908,NZM,DELHI H NIZAMUDDIN,1366
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,09:45:00,BDTS,WR,50,MUMBAI BANDRA TERMINUS,16:55:00,12910,NZM,DELHI H NIZAMUDDIN,1366
12915,Ashram SF Express,10:10:00,ADI,WR,40,AHMEDABAD JN,18:30:00,12916,DLI,OLD DELHI,933
12916,Ashram SF Express,07:40:00,DLI,WR,20,OLD DELHI,15:20:00,12915,ADI,AHMEDABAD JN,933
12917,Gujarat Sampark Kranti Express,10:40:00,ADI,WR,20,AHMEDABAD JN,17:20:00,12918,NZM,DELHI H NIZAMUDDIN,1085
12933,Karnavati Express,21:25:00,BCT,WR,45,Mumbai Central,13:40:00,12934,ADI,AHMEDABAD JN,491
12934,Karnavati Express,12:35:00,ADI,WR,40,AHMEDABAD JN,04:55:00,12933,BCT,Mumbai Central,491
12943,Valsad-Kanpur Udyogkarmi Express,19:30:00,BL,WR,50,VALSAD,19:40:00,12944,CNB,KANPUR CENTRAL,1305
12944,Kanpur-Valsad Udyogkarmi Express,07:35:00,CNB,WR,35,KANPUR CENTRAL,08:00:00,12943,BL,VALSAD,1305
12945,SURAT - MAHUVA SF Exp,10:40:00,ST,WR,5,SURAT,09:35:00,12946,MHV,MAHUVA JN,1409
12947,Azimabad Express,04:30:00,ADI,WR,0,AHMEDABAD JN,21:30:00,12948,PNBE,PATNA JN,1772
12948,Azimabad Express,05:50:00,PNBE,WR,20,PATNA JN,23:30:00,12947,ADI,AHMEDABAD JN,1772
12949,PORBANDAR - K SANTRAGANCHI Kavi Guru SF Exp,08:10:00,PBR,WR,15,PORBANDAR,07:55:00,12950,SRC,SANTRAGACHI JN,2657
12951,Mumbai Central-New Delhi Rajdhani Express,08:30:00,BCT,WR,50,Mumbai Central,16:40:00,12952,NDLS,NEW DELHI,1384
12955,Mumbai-Jaipur SF Express,12:50:00,BCT,WR,0,Mumbai Central,18:50:00,12956,JP,JAIPUR,1159
12956,Jaipur-Mumbai SF Express,07:50:00,JP,WR,40,JAIPUR,14:10:00,12955,BCT,Mumbai Central,1159
12959,MUMBAI DADAR - BHUJ SF Exp,17:40:00,DDR,WR,45,MUMBAI DADAR WEST,23:55:00,12960,BHUJ,BHUJ,977
12960,BHUJ - MUMBAI DADAR SF Exp,12:15:00,BHUJ,WR,45,BHUJ,18:30:00,12959,DDR,MUMBAI DADAR WEST,977
12961,Avantika Express,09:00:00,BCT,WR,55,Mumbai Central,19:05:00,12962,INDB,INDORE JN BG,829
12962,Avantika Express,06:35:00,INDB,WR,45,INDORE JN BG,15:50:00,12961,BCT,Mumbai Central,829
12965,Gwalior Udaipur Express,06:10:00,GWL,NWR,20,GWALIOR JN,15:50:00,12966,UDZ,UDAIPUR CITY,794
12966,Udaipur Gwalior Express,12:45:00,UDZ,NWR,25,UDAIPUR CITY,22:20:00,12965,GWL,GWALIOR JN,794
12967,Chennai-Jaipur SF Express,05:55:00,MAS,NWR,20,CHENNAI CENTRAL,17:35:00,12968,JP,JAIPUR,2185
12968,Jaipur-Chennai SF Express,09:45:00,JP,NWR,5,JAIPUR,19:40:00,12967,MAS,CHENNAI CENTRAL,2185
12969,Coimbatore-Jaipur Express,05:55:00,CBE,NWR,40,COIMBATORE JN,09:15:00,12970,JP,JAIPUR,2682
12970,Jaipur-Coimbatore Express,18:00:00,JP,NWR,20,JAIPUR,19:40:00,12969,CBE,COIMBATORE JN,2682
12971,Bhavnagar Express,11:30:00,BDTS,WR,5,MUMBAI BANDRA TERMINUS,21:25:00,12972,BVC,BHAVNAGAR TERMINUS,778
12973,Indore-Jaipur SF Express,08:00:00,INDB,WR,30,INDORE JN BG,22:30:00,12974,JP,JAIPUR,599
12974,Jaipur Indore SF Express,07:10:00,JP,WR,0,JAIPUR,21:10:00,12973,INDB,INDORE JN BG,599
12975,Mysore-Jaipur SF Express,05:55:00,MYS,NWR,40,MYSORE JN,10:15:00,12976,JP,JAIPUR,2479
12976,Jaipur-Mysore SF Express,16:20:00,JP,NWR,40,JAIPUR,19:40:00,12975,MYS,MYSORE JN,2479
12977,ERNAKULAM - AJMER Marusagar Exp,16:15:00,ERS,NWR,25,ERNAKULAM JN,19:50:00,12978,AII,AJMER JN,2859
12978,AJMER - ERNAKULAM Marusagar Exp,04:20:00,AII,NWR,40,AJMER JN,07:40:00,12977,ERS,ERNAKULAM JN,2859
12979,Mumbai Bandra (T.) - Jaipur (Tri-weekly) SF Exp,10:30:00,BDTS,WR,45,MUMBAI BANDRA TERMINUS,15:45:00,12980,JP,JAIPUR,1148
12981,Chetak Express,07:50:00,DEE,NWR,10,DELHI SARAI ROHILLA,19:40:00,12982,UDZ,UDAIPUR CITY,673
12982,Chetak Express,05:10:00,UDZ,NWR,50,UDAIPUR CITY,17:20:00,12981,DEE,DELHI SARAI ROHILLA,673
12983,Ajmer-Chandigarh GaribRath Express,06:40:00,AII,NWR,45,AJMER JN,17:55:00,12984,CDG,CHANDIGARH,740
12984,Chandigarh-Ajmer GaribRath,09:55:00,CDG,NWR,50,CHANDIGARH,21:05:00,12983,AII,AJMER JN,740
12988,Ajmer Sealdah Express,15:55:00,AII,NWR,10,AJMER JN,12:45:00,12987,SDAH,KOLKATA SEALDAH,1642
12989,Dadar Ajmer Superfast Express,08:05:00,DDR,NWR,30,MUMBAI DADAR WEST,14:35:00,12990,AII,AJMER JN,976
12990,Ajmer-Dadar SF Express,12:50:00,AII,NWR,30,AJMER JN,19:20:00,12989,DDR,MUMBAI DADAR WEST,976
12991,Udaipur-Ajmer Express,11:40:00,UDZ,WR,25,UDAIPUR CITY,06:15:00,12992,AII,AJMER JN,301
12992,Ajmer Udaipur Express,21:30:00,AII,WR,15,AJMER JN,16:15:00,12991,UDZ,UDAIPUR CITY,301
58610,Chakradharpur Tatanagar Passenger,07:45:00,CKP,SER,45,CHAKRADHARPUR,06:00:00,58609,TATA,TATANAGAR JN,62
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,10:20:00,ADI,WR,55,AHMEDABAD JN,23:25:00,12942,ASN,ASANSOL JN,2021
12942,Asansol Ahmedabad (Weekly) SF Express,05:50:00,ASN,WR,0,ASANSOL JN,19:50:00,12941,ADI,AHMEDABAD JN,2021
12954,August Kranti Rajdhani Express,10:35:00,NZM,WR,40,DELHI H NIZAMUDDIN,16:55:00,12953,BCT,Mumbai Central,1377
12957,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres,07:25:00,ADI,WR,40,AHMEDABAD JN,17:45:00,12958,NDLS,NEW DELHI,934
12958,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres,09:35:00,NDLS,WR,40,NEW DELHI,19:55:00,12957,ADI,AHMEDABAD JN,934
12963,Mewar Express,07:20:00,NZM,WR,15,DELHI H NIZAMUDDIN,19:05:00,12964,UDZ,UDAIPUR CITY,743
12964,Mewar Express,06:30:00,UDZ,WR,15,UDAIPUR CITY,18:15:00,12963,NZM,DELHI H NIZAMUDDIN,743
12995,Bandra-Udaipur SF Express,08:55:00,BDTS,WR,10,MUMBAI BANDRA TERMINUS,15:45:00,12996,UDZ,UDAIPUR CITY,945
12996,Udaipur Bandra SF Express Slip,14:30:00,UDZ,NWR,55,UDAIPUR CITY,21:35:00,12995,BDTS,MUMBAI BANDRA TERMINUS,945
12997,Tirunelveli - Hapa (Biweekly) SF Express,02:00:00,TEN,WR,5,TIRUNELVELI,05:55:00,12998,HAPA,HAPA,2730
12998,Hapa-Tirunelveli Express,17:30:00,HAPA,WR,10,HAPA,21:20:00,12997,TEN,TIRUNELVELI,2730
13005,Howrah-Amritsar Mail,08:55:00,HWH,ER,45,HOWRAH JN,19:10:00,13006,ASR,AMRITSAR JN,1910
13007,Udyan Abha Toofan Express,07:10:00,HWH,ER,35,HOWRAH JN,09:35:00,13008,SGNR,SHRI GANGANAGAR,1978
13009,Doon Express,07:10:00,HWH,ER,35,HOWRAH JN,20:35:00,13010,DDN,DEHRADUN,1557
13010,Doon Express,06:55:00,DDN,ER,30,DEHRADUN,20:25:00,13009,HWH,HOWRAH JN,1557
13011,InterCity Express,22:50:00,HWH,ER,25,HOWRAH JN,15:25:00,13012,MLDT,MALDA TOWN,340
13012,InterCity Express,11:25:00,MLDT,ER,55,MALDA TOWN,04:30:00,13011,HWH,HOWRAH JN,340
13015,Howrah Bolpur KaviGuru Express,13:45:00,HWH,ER,0,HOWRAH JN,10:45:00,13016,BHP,BOLPUR SHANTINIKETAN,158
13017,Ganadevta Express,13:05:00,HWH,ER,0,HOWRAH JN,06:05:00,13018,AZ,AZIMGANJ JN,278
13018,Ganadevta Express,21:45:00,AZ,ER,15,AZIMGANJ JN,15:30:00,13017,HWH,HOWRAH JN,278
13019,Bagh Express,09:30:00,HWH,ER,45,HOWRAH JN,21:45:00,13020,KGM,KATHGODAM,1521
13020,Bagh Express,12:40:00,KGM,ER,45,KATHGODAM,21:55:00,13019,HWH,HOWRAH JN,1521
13021,Mithila Express,08:30:00,HWH,ER,45,HOWRAH JN,15:45:00,13022,RXL,RAXAUL JN,693
13022,Mithila Express,04:00:00,RXL,ER,0,RAXAUL JN,10:00:00,13021,HWH,HOWRAH JN,693
13023,Howrah-Gaya Express,10:55:00,HWH,ER,5,HOWRAH JN,19:50:00,13024,GAYA,GAYA JN,654
13025,Howrah-Bhopal Express,18:30:00,HWH,ER,5,HOWRAH JN,13:25:00,13026,BPL,BHOPAL JN,1459
13026,Bhopal-Howrah Express,15:00:00,BPL,ER,25,BHOPAL JN,07:35:00,13025,HWH,HOWRAH JN,1459
13027,Kaviguru Express,04:30:00,HWH,ER,50,HOWRAH JN,22:40:00,13028,AZ,AZIMGANJ JN,278
13028,Kaviguru Express,13:55:00,AZ,ER,15,AZIMGANJ JN,07:40:00,13027,HWH,HOWRAH JN,278
13049,Howrah-Amritsar Express,10:10:00,HWH,ER,10,HOWRAH JN,14:00:00,13050,ASR,AMRITSAR JN,1922
13050,Amritsar Howrah Express,15:45:00,ASR,ER,35,AMRITSAR JN,18:10:00,13049,HWH,HOWRAH JN,1922
13051,Hool Express,11:40:00,HWH,ER,55,HOWRAH JN,06:45:00,13052,SURI,SIURI,241
13052,Hool Express,18:25:00,SURI,ER,55,SIURI,13:30:00,13051,HWH,HOWRAH JN,241
13054,Siuri-Howrah Intercity Express,22:40:00,SURI,ER,50,SIURI,17:50:00,13053,HWH,HOWRAH JN,211
13072,Howrah Express,05:30:00,JMP,ER,0,JAMALPUR JN,19:30:00,13071,HWH,HOWRAH JN,467
13104,Bhagirathi Express,10:25:00,LGL,ER,35,Lalgola,05:50:00,13103,SDAH,KOLKATA SEALDAH,227
13105,Sealdah-Ballia Express,06:10:00,SDAH,ER,45,KOLKATA SEALDAH,13:25:00,13106,BUI,BALLIA,679
13106,Ballia-Sealdah Express,03:35:00,BUI,ER,35,BALLIA,09:00:00,13105,SDAH,KOLKATA SEALDAH,679
